"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"IAD05LA118","ACC","62193","2005-08-08T12:30:00Z","Newark","New Jersey","United States",,"N73270, N10575","31632, 145640","false","Aviation","DirectorBrief","2007-04-02T04:00:00Z",,"None","0","0","0","The airport's failure to install markings on a parking ""block"" that bordered the taxiway, which failed to provide adequate clearance between taxiing airplanes and airplanes parked in the block.  Factors in the accident were air traffic control's use of the unmarked parking ""block,"" and the flight crew's misjudgement of the clearance between their airplane and the parked airplanes in the block, during taxi.",,,"40.700000000000003","-74.172224999999997","Boeing, Embraer","737-824, EMB-145LR","AIR, AIR","EWR","Newark Liberty International","false, false","2, 2","TJ, TJ","SCHD, SCHD",,"121, 121","Substantial, Substantial","VMC","CONTINENTAL AIRLINES INC, CONTINENTAL EXPRESS INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/62193/pdf"
"DCA05MA083","ACC","61946","2005-07-11T19:00:00Z","Raleigh-Durham","North Carolina","United States",,"N113DA","22225","false","Aviation","DirectorBrief","2008-04-30T04:00:00Z","2008-04-25T12:15:00Z","Serious","0","1","0","An inadvertent in-flight encounter with clear air turbulence.",,,"35.400001000000003","-80.666663999999997","Boeing","767-232","AIR",,,"false","2","TF","SCHD",,"121","None","VMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=61946","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61946/pdf"
"CHI05LA179","ACC","61961","2005-07-08T09:15:00Z","Chicago","Illinois","United States",,"N494WN","33868","false","Aviation","DirectorBrief","2007-01-31T05:00:00Z",,"None","0","0","0","The pushback tow driver not maintaining visual lookout for the wing walker's visual signal, and the driver not maintaining clearance from the vehicle during the pushback for taxi.  Factors to the accident were the standing vehicle behind the airplane, the inadequate group/crew coordination for the pushback, and the lack of guidance in the company's manuals to stop the tow when visual lookout is not maintained.",,,"41.785831000000002","-87.752502000000007","Boeing","737-7H4","AIR","MDW","CHICAGO MIDWAY","false","2","TF","SCHD",,"121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61961/pdf"
"LAX05LA218","ACC","61889","2005-06-27T18:18:00Z","San Diego","California","United States",,"N357KP","20675","false","Aviation","DirectorBrief","2007-02-26T05:00:00Z",,"None","0","0","0","the inadvertent throttle movement by one of the flight crew and the captain's inadequate supervision during the engine start sequence.",,,"32.733612000000001","-117.18971999999999","Boeing","727-230","AIR","SAN","San Diego International","false","3","TF","NSCH",,"121","Substantial","VMC","Capital Cargo International",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61889/pdf"
"ANC05LA088","ACC","61770","2005-06-15T23:45:00Z","Anchorage","Alaska","United States",,"N42NC","0067","false","Aviation","DirectorBrief","2006-03-28T05:00:00Z",,"None","0","0","0","A lightning strike during a normal descent for landing, which resulted in structural damage to the airplane's left aileron.",,,"61.209907000000001","-149.889602","Aerospatiale","ATR-42-300","AIR",,,"false","2","TP","NSCH",,"121","Substantial","IMC","NORTHERN AIR CARGO INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61770/pdf"
"LAX05FA202","ACC","61718","2005-06-12T22:26:00Z","Los Angeles","California","United States",,"N960SW","7845","false","Aviation","DirectorBrief","2006-11-29T05:00:00Z",,"None","0","0","0","failure of the nose landing gear to extend to the down and locked position for undetermined reasons.",,,"33.942501","-118.408058","Bombardier Aerospace, Inc.","CL-600-2B19","AIR","LAX","Los Angeles International Airp","false","2","TF","SCHD",,"121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61718/pdf"
"DEN05LA090","ACC","61741","2005-06-10T18:12:00Z","Scottsbluff","Nebraska","United States",,"N302NB","1062","false","Aviation","DirectorBrief","2005-10-27T04:00:00Z",,"Serious","0","1","0","the inflight encounter with moderate turbulence.",,,"41.859873999999998","-103.660758","Airbus Industrie","A-319-114","AIR",,,"false","2","TF","SCHD",,"121","Minor","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61741/pdf"
"DCA05MA070","ACC","61637","2005-06-07T06:41:00Z","Washington","District of Columbia","United States",,"N803MD",,"false","Aviation","DirectorBrief","2006-05-30T04:00:00Z",,"Fatal","1","0","0","The inexperience of the driver (fleet service agent) in the operation of a belt loader, which resulted in the belt loader being driven under, and colliding with, the airplane.",,,"38.909545000000001","-77.019560999999996","Embraer","170","AIR","DCA","Washington Reagan National","false","2","TP","SCHD",,"121","Minor","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61637/pdf"
"NYC05FA094","ACC","61654","2005-06-07T01:25:00Z","Louisville","Kentucky","United States",,"N250UP","48795","false","Aviation","DirectorBrief","2008-02-28T05:00:00Z","2006-04-01T22:14:00Z","None","0","0","0","The flying pilot's improper aircraft handling after main landing gear touchdown, which resulted in the collapse of the nose landing gear assembly.  Conributing to the accident was the pilot-in-command's inadequate supervision during the landing.",,,"38.174166999999997","-85.735832000000002","McDonnell Douglas","MD-11F","AIR","SDF","STANDIFORD FIELD","false","3","TF","NSCH",,"121","Substantial","VMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=61654","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61654/pdf"
"CHI05LA135","ACC","61726","2005-06-05T13:00:00Z","New Chicago","Indiana","United States",,"N602AN","27053","false","Aviation","DirectorBrief","2006-03-28T05:00:00Z",,"Serious","0","1","1","The inadvertent encounter with convectively induced turbulence (CIT) while the aircraft was descending into the terminal area.",,,"41.560001","-87.274444000000003","Boeing","757-223","AIR",,,"false","2","TF","SCHD",,"121","None","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61726/pdf"
"DCA05MA071","ACC","61651","2005-05-31T19:38:00Z","Chicago O'Hare","Illinois","United States",,"N417AW","7610","true","Aviation","DirectorBrief","2007-04-25T04:00:00Z",,"Serious","0","1","0","The opening of the service door when the airplane was pressurized.    Contributing to the accident was the captain's failure to ensure that one of the airplane doors was open while a ground-cooling cart was connected, which resulted in pressurizing the airplane on the ground.",,,,,"Bombardier, Inc.","CL-600-2B19","AIR","ORD","Chicago O'Hare International","false","2","TF","SCHD",,"121","Minor","VMC","Air Wisconsin Airlines Corporation",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61651/pdf"
"DCA05WA067","ACC","61629","2005-05-20T06:35:00Z","London",,"United Kingdom",,"N864DA",,"false","Aviation","",,,"None","0","0","0",,,,,,"BOEING","B-777-232","AIR",,,"false",,,"SCHD",,"121","Substantial",,"DELTA AIRLINES INC",,"N/A",,"Prelim","","None"
"DEN05LA077","ACC","61513","2005-05-13T18:20:00Z","Denver","Colorado","United States",,"N949DL","49880","false","Aviation","DirectorBrief","2005-10-27T04:00:00Z",,"None","0","0","0","the failure of the nose gear actuator resulted in penetration of the forward pressure bulkhead and a loss of pressurization.",,,"39.790968999999997","-104.70077499999999","McDonnell Douglas","MD-88","AIR","DEN","Denver International","false","2","TF","SCHD",,"121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61513/pdf"
"CHI05MA111","ACC","61455","2005-05-10T19:36:00Z","Minneapolis","Minnesota","United States",,"N763NC, N368NB","47716","false","Aviation","DirectorBrief","2007-04-25T04:00:00Z",,"Serious","0","1","7","the Captain's decision to shutdown the left engine during taxi with no hydraulic pressure on the right side hydraulic system to effectively operate the brakes, steering, or thrust reversers.  A factor was the fatigue fracture of the rudder shutoff valve which resulted in the loss of right side hydraulic pressure.",,,"44.880553999999997","-93.216941000000006","McDonnell Douglas, Airbus Industrie","DC-9-51, A-319-114","AIR, AIR","MSP","MINNEAPOLIS-ST PAUL INTL/WOLD-","false, false","2, 2","TF, TF","SCHD, SCHD",,"121, 121","Substantial, Substantial","VMC","Northwest Airlines Inc.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61455/pdf"
"DFW05LA112","ACC","61386","2005-04-29T07:31:00Z","Little Rock","Arkansas","United States",,"N727SW","27859","false","Aviation","DirectorBrief","2005-09-13T04:00:00Z",,"Serious","0","1","0","An encounter with moderate turbulence during cruise flight.",,,"35.367221000000001","-91.202224000000001","Boeing","737-700","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","Southwest Airlines Company",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61386/pdf"
"ATL05LA065","ACC","61171","2005-03-20T12:48:00Z","Raleigh","North Carolina","United States",,"N733KR","145-368","false","Aviation","DirectorBrief","2006-05-30T04:00:00Z",,"Serious","0","1","0","An oily smell in the airplane shortly after takeoff for undetermined reasons that resulted in a return to the airport and a passenger  injury during the emergency evacuation.",,,"35.866664","-78.790274999999994","Embraer","EMB-135LR","AIR","RDU","Raleigh-Durham Int'l Airport","false","2","TF","SCHD",,"121","None","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61171/pdf"
"CHI05FA077","ACC","61142","2005-03-12T00:02:00Z","Milwaukee","Wisconsin","United States",,"N8932C","7932","false","Aviation","DirectorBrief","2007-01-31T05:00:00Z",,"None","0","0","0","the captain's failure to adequately compensate for the crosswind conditions, and his failure to maintain directional control during landing.  Contributing factors include the captain's failure to land at the nearest suitable airport after an in-flight mechanical problem, the airport operation's failure to conduct runway friction tests and to issue NOTAMS in accordance with existing regulations, the crosswind, the snow-covered runway, the runway sign, and night conditions.",,,"42.931666999999997","-87.898055999999997","Bombardier","CL-600-2B19","AIR","MKE","Milwukee/General Mitchell","false","2","TF","SCHD",,"121","Substantial","IMC","Pinnacle Airlines",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61142/pdf"
"DCA05WA042","ACC","61158","2005-03-11T01:00:00Z","Buenos Aires",,"Argentina",,"N790AN",,"false","Aviation","",,,"Minor","0","0","8",,,,,,"Boeing","B777","AIR",,,"false",,,"SCHD",,"121","Substantial",,"AMERICAN AIRLINES INC",,"N/A",,"Prelim","","None"
"IAD05LA044","ACC","61156","2005-03-06T19:30:00Z","Boston","Massachusetts","United States",,"N6710E","30482","false","Aviation","DirectorBrief","2006-05-30T04:00:00Z",,"Serious","0","1","3","The first officer's misjudgment of a perceived threat, which resulted in the captain's excessive braking and subsequent injury to a flight attendant.  A factor was the night lighting conditions.",,,"42.364443999999999","-71.005279000000002","Boeing","757-232","AIR","BOS","General Edward Logan","false","2","TF","SCHD",,"121","None","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61156/pdf"
"NYC05FA054","ACC","61107","2005-03-02T16:50:00Z","Newark","New Jersey","United States",,"N78008","29478","false","Aviation","DirectorBrief","2008-02-28T05:00:00Z",,"None","0","0","0","The captain's failure to follow company procedures, which resulted in a tail strike. Contributing were the gusty crosswind and tailwind conditions, and the manufacturer's failure to provide adequate performance planning data to account for gusty crosswinds during takeoff.",,,"40.698611999999997","-74.169998000000007","Boeing","777-200","AIR","EWR","Newark International Airport","false","2","TF","SCHD",,"121","Substantial","VMC","CONTINENTAL AIRLINES INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61107/pdf"
"LAX05LA105","ACC","61077","2005-02-11T17:45:00Z","Los Angeles","California","United States",,"N394AE","340B-394","false","Aviation","DirectorBrief","2006-07-31T04:00:00Z",,"Serious","0","1","0","the in-flight encounter with turbulence.",,,"33.942501","-118.408058","SAAB-SCANIA","SAAB 340B","AIR",,,"false","2","TP","SCHD",,"121","None","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/61077/pdf"
"ANC05LA025","ACC","60941","2005-01-27T11:15:00Z","Toksook Bay","Alaska","United States",,"N201EH","217","false","Aviation","DirectorBrief","2005-12-20T05:00:00Z",,"None","0","0","0","The pilot's inadequate compensation for the gusty crosswind wind condition, which resulted in a loss of control during the landing roll, and the collapse of the nose landing gear.  Factors associated with the accident were the crosswind and wind gusts.",,,"60.541389000000002","-165.087219","de Havilland","DHC-6-200","AIR","OOK","Toksook Bay","false","2","TP","SCHD",,"121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/60941/pdf"
"NYC05LA043","ACC","60868","2005-01-17T13:40:00Z","Covington","Kentucky","United States",,"N373DL","23520","false","Aviation","DirectorBrief","2005-09-13T04:00:00Z",,"None","0","0","0","The catering truck driver's failure to maintain clearance of the parked airplane by his inadvertent depressing the accelerator.  A factor in this accident was the catering truck driver's diverted attention.",,,"39.046112000000001","-84.661940999999999","Boeing","737-247","AIR","CVG","Cincinnatti/Northern Kentucky","false","2","TF","SCHD",,"121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/60868/pdf"
"DEN05LA048","ACC","60851","2005-01-08T14:33:00Z","Gunnison","Colorado","United States",,"N16732","28948","false","Aviation","DirectorBrief","2005-09-13T04:00:00Z",,"Minor","0","0","1","the snowplow driver's failure to see the airplane during plowing operations.  Factors contributing to the accident were the snowplow driver's excessive speed and the snow.",,,"38.540168000000001","-106.919662","Boeing","737-724","AIR","GUC","Gunnison County Airport","false","2","TF","SCHD",,"121","Substantial","IMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/60851/pdf"
